date,age,confirmed,deceased
"2020-06-16",50,2182,15
"2020-06-16",60,1558,40
"2020-06-16",70,805,81
"2020-06-16",80,532,137
"2020-06-17",0,174,0
"2020-06-17",10,683,0
"2020-06-17",20,3267,0
"2020-06-17",30,1380,2
"2020-06-17",40,1601,3
"2020-06-17",50,2189,15
"2020-06-17",60,1561,40
"2020-06-17",70,810,81
"2020-06-17",80,533,138
"2020-06-18",0,175,0
"2020-06-18",10,684,0
"2020-06-18",20,3277,0
"2020-06-18",30,1384,2
"2020-06-18",40,1607,3
"2020-06-18",50,2198,15
"2020-06-18",60,1574,40
"2020-06-18",70,817,81
"2020-06-18",80,541,139
"2020-06-19",0,175,0
"2020-06-19",10,686,0
"2020-06-19",20,3285,0
"2020-06-19",30,1393,2
"2020-06-19",40,1610,3
"2020-06-19",50,2210,15
"2020-06-19",60,1585,40
"2020-06-19",70,820,81
"2020-06-19",80,542,139
"2020-06-20",0,177,0
"2020-06-20",10,690,0
"2020-06-20",20,3294,0
"2020-06-20",30,1406,2
"2020-06-20",40,1618,3
"2020-06-20",50,2222,15
"2020-06-20",60,1598,40
"2020-06-20",70,823,81
"2020-06-20",80,545,139
"2020-06-21",0,177,0
"2020-06-21",10,691,0
"2020-06-21",20,3299,0
"2020-06-21",30,1416,2
"2020-06-21",40,1623,3
"2020-06-21",50,2230,15
"2020-06-21",60,1608,40
"2020-06-21",70,829,81
"2020-06-21",80,548,139
"2020-06-22",0,177,0
"2020-06-22",10,692,0
"2020-06-22",20,3302,0
"2020-06-22",30,1420,2
"2020-06-22",40,1624,3
"2020-06-22",50,2235,15
"2020-06-22",60,1610,40
"2020-06-22",70,830,81
"2020-06-22",80,548,139
"2020-06-23",0,180,0
"2020-06-23",10,692,0
"2020-06-23",20,3306,0
"2020-06-23",30,1429,2
"2020-06-23",40,1633,3
"2020-06-23",50,2244,15
"2020-06-23",60,1617,41
"2020-06-23",70,834,81
"2020-06-23",80,549,139
"2020-06-24",0,182,0
"2020-06-24",10,693,0
"2020-06-24",20,3309,0
"2020-06-24",30,1444,2
"2020-06-24",40,1644,3
"2020-06-24",50,2254,15
"2020-06-24",60,1622,41
"2020-06-24",70,836,81
"2020-06-24",80,551,139
"2020-06-25",0,183,0
"2020-06-25",10,696,0
"2020-06-25",20,3309,0
"2020-06-25",30,1453,2
"2020-06-25",40,1646,3
"2020-06-25",50,2260,15
"2020-06-25",60,1627,41
"2020-06-25",70,838,82
"2020-06-25",80,551,139
"2020-06-26",0,184,0
"2020-06-26",10,698,0
"2020-06-26",20,3317,0
"2020-06-26",30,1463,2
"2020-06-26",40,1651,3
"2020-06-26",50,2264,15
"2020-06-26",60,1633,41
"2020-06-26",70,839,82
"2020-06-26",80,553,139
"2020-06-27",0,185,0
"2020-06-27",10,700,0
"2020-06-27",20,3331,0
"2020-06-27",30,1473,2
"2020-06-27",40,1657,3
"2020-06-27",50,2269,15
"2020-06-27",60,1640,41
"2020-06-27",70,843,82
"2020-06-27",80,555,139
"2020-06-28",0,187,0
"2020-06-28",10,703,0
"2020-06-28",20,3343,0
"2020-06-28",30,1485,2
"2020-06-28",40,1667,3
"2020-06-28",50,2275,15
"2020-06-28",60,1653,41
"2020-06-28",70,846,82
"2020-06-28",80,556,139
"2020-06-29",0,190,0
"2020-06-29",10,704,0
"2020-06-29",20,3352,0
"2020-06-29",30,1490,2
"2020-06-29",40,1673,3
"2020-06-29",50,2280,15
"2020-06-29",60,1665,41
"2020-06-29",70,847,82
"2020-06-29",80,556,139
"2020-06-30",0,193,0
"2020-06-30",10,708,0
"2020-06-30",20,3362,0
"2020-06-30",30,1496,2
"2020-06-30",40,1681,3
"2020-06-30",50,2286,15
"2020-06-30",60,1668,41
"2020-06-30",70,850,82
"2020-06-30",80,556,139
